result
"AnalyzerOutput(output=others, probas={others: 0.798, joy: 0.192, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.944, fear: 0.029, joy: 0.015, sadness: 0.005, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.017, sadness: 0.015, fear: 0.004, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.495, joy: 0.491, surprise: 0.004, sadness: 0.004, fear: 0.003, anger: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.890, joy: 0.100, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.831, joy: 0.155, sadness: 0.004, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.010, fear: 0.007, sadness: 0.003, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.019, sadness: 0.008, fear: 0.004, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.920, joy: 0.070, surprise: 0.004, fear: 0.003, disgust: 0.001, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.018, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.015, sadness: 0.013, fear: 0.007, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.012, fear: 0.007, disgust: 0.004, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.865, joy: 0.124, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.626, others: 0.336, joy: 0.015, disgust: 0.009, fear: 0.006, surprise: 0.005, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.028, surprise: 0.004, fear: 0.003, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.024, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.731, sadness: 0.183, fear: 0.053, joy: 0.017, disgust: 0.009, surprise: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.007, disgust: 0.006, anger: 0.002, fear: 0.002, surprise: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.967, sadness: 0.010, joy: 0.010, disgust: 0.006, fear: 0.003, anger: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.662, others: 0.327, surprise: 0.004, disgust: 0.002, anger: 0.002, fear: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.976, others: 0.014, surprise: 0.002, anger: 0.002, sadness: 0.002, disgust: 0.001, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, disgust: 0.011, joy: 0.006, sadness: 0.005, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.934, joy: 0.057, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.020, disgust: 0.003, fear: 0.003, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.944, disgust: 0.038, sadness: 0.005, joy: 0.005, fear: 0.004, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.690, others: 0.298, surprise: 0.004, sadness: 0.003, fear: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.926, joy: 0.065, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, fear: 0.004, surprise: 0.003, disgust: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.977, others: 0.013, sadness: 0.003, surprise: 0.002, anger: 0.002, disgust: 0.001, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.028, sadness: 0.009, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, disgust: 0.010, joy: 0.006, anger: 0.002, surprise: 0.002, sadness: 0.002, fear: 0.002})"
"AnalyzerOutput(output=disgust, probas={disgust: 0.676, others: 0.292, sadness: 0.012, anger: 0.010, fear: 0.005, surprise: 0.003, joy: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.024, sadness: 0.005, surprise: 0.004, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.901, joy: 0.088, surprise: 0.004, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.961, others: 0.026, joy: 0.005, disgust: 0.003, fear: 0.002, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.011, sadness: 0.006, disgust: 0.006, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.959, sadness: 0.014, joy: 0.013, fear: 0.006, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.009, fear: 0.005, disgust: 0.004, sadness: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.593, joy: 0.389, surprise: 0.008, sadness: 0.005, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.923, joy: 0.056, sadness: 0.009, surprise: 0.005, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.906, joy: 0.076, sadness: 0.008, surprise: 0.005, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, disgust: 0.016, joy: 0.005, anger: 0.004, fear: 0.002, surprise: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.009, sadness: 0.006, disgust: 0.005, fear: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.917, joy: 0.070, surprise: 0.005, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.009, disgust: 0.004, fear: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.017, surprise: 0.008, fear: 0.008, disgust: 0.003, sadness: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, disgust: 0.008, joy: 0.008, fear: 0.004, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.013, disgust: 0.003, fear: 0.003, surprise: 0.003, sadness: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, sadness: 0.011, joy: 0.009, fear: 0.007, disgust: 0.007, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, sadness: 0.013, joy: 0.011, fear: 0.010, disgust: 0.006, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.013, sadness: 0.003, disgust: 0.003, fear: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.971, others: 0.021, surprise: 0.002, anger: 0.002, sadness: 0.002, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.023, surprise: 0.003, disgust: 0.003, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.884, joy: 0.106, fear: 0.003, surprise: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.942, disgust: 0.020, sadness: 0.014, fear: 0.009, joy: 0.008, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.846, joy: 0.128, sadness: 0.015, fear: 0.004, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.954, joy: 0.034, fear: 0.004, surprise: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.846, joy: 0.123, sadness: 0.020, surprise: 0.005, fear: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.013, fear: 0.003, disgust: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.949, joy: 0.033, sadness: 0.008, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.006, disgust: 0.006, fear: 0.004, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.036, sadness: 0.004, fear: 0.002, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.028, surprise: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.824, others: 0.137, joy: 0.025, disgust: 0.005, fear: 0.004, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.010, disgust: 0.004, fear: 0.003, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.912, sadness: 0.046, joy: 0.019, fear: 0.012, surprise: 0.005, disgust: 0.005, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.854, joy: 0.131, sadness: 0.004, fear: 0.004, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.803, others: 0.187, surprise: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.002, fear: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.939, others: 0.053, surprise: 0.003, sadness: 0.002, anger: 0.001, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.954, sadness: 0.017, joy: 0.014, disgust: 0.006, surprise: 0.004, fear: 0.004, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.986, others: 0.006, joy: 0.002, fear: 0.002, disgust: 0.002, surprise: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.942, joy: 0.027, fear: 0.018, sadness: 0.005, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.912, joy: 0.076, surprise: 0.004, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.933, fear: 0.037, joy: 0.016, sadness: 0.006, disgust: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.952, joy: 0.037, surprise: 0.003, fear: 0.003, sadness: 0.003, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.014, sadness: 0.004, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.831, joy: 0.156, sadness: 0.004, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.012, disgust: 0.004, surprise: 0.004, sadness: 0.003, fear: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.014, sadness: 0.005, disgust: 0.004, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.826, joy: 0.163, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.023, surprise: 0.004, sadness: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=joy, probas={joy: 0.602, others: 0.385, surprise: 0.006, sadness: 0.002, fear: 0.002, anger: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.893, joy: 0.095, fear: 0.005, surprise: 0.003, disgust: 0.001, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.925, joy: 0.062, surprise: 0.005, fear: 0.004, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.578, joy: 0.407, surprise: 0.005, sadness: 0.004, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.019, surprise: 0.004, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.954, disgust: 0.030, joy: 0.005, fear: 0.003, sadness: 0.003, anger: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.850, joy: 0.115, sadness: 0.024, fear: 0.004, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.021, disgust: 0.003, surprise: 0.003, fear: 0.002, anger: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.507, joy: 0.479, surprise: 0.005, sadness: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.931, joy: 0.051, sadness: 0.008, surprise: 0.005, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.038, sadness: 0.002, disgust: 0.002, fear: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.937, others: 0.044, joy: 0.009, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.853, others: 0.138, surprise: 0.002, fear: 0.002, sadness: 0.002, anger: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.926, fear: 0.036, joy: 0.024, sadness: 0.006, surprise: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.024, disgust: 0.002, surprise: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.542, others: 0.447, surprise: 0.004, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.011, surprise: 0.003, disgust: 0.003, sadness: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.953, joy: 0.037, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.011, fear: 0.008, sadness: 0.007, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.512, others: 0.476, surprise: 0.005, fear: 0.003, anger: 0.002, disgust: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.948, joy: 0.020, sadness: 0.017, fear: 0.006, surprise: 0.004, disgust: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.012, disgust: 0.003, sadness: 0.003, surprise: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.009, sadness: 0.007, disgust: 0.005, fear: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.598, joy: 0.392, anger: 0.002, surprise: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.933, joy: 0.056, surprise: 0.004, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.978, others: 0.012, surprise: 0.002, sadness: 0.002, anger: 0.002, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.010, disgust: 0.005, sadness: 0.005, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.956, joy: 0.034, fear: 0.003, surprise: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.646, joy: 0.341, surprise: 0.005, sadness: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.905, joy: 0.080, sadness: 0.006, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.013, sadness: 0.004, disgust: 0.003, fear: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.018, fear: 0.004, surprise: 0.004, sadness: 0.003, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.962, joy: 0.018, sadness: 0.008, fear: 0.005, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.952, joy: 0.035, surprise: 0.005, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.026, surprise: 0.006, fear: 0.005, sadness: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.020, sadness: 0.004, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.705, joy: 0.279, sadness: 0.006, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.017, fear: 0.003, disgust: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.779, joy: 0.209, surprise: 0.004, fear: 0.003, sadness: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.015, fear: 0.004, surprise: 0.003, disgust: 0.003, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.956, joy: 0.032, surprise: 0.005, sadness: 0.002, disgust: 0.002, fear: 0.001, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.824, sadness: 0.152, others: 0.011, disgust: 0.005, surprise: 0.004, joy: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.966, disgust: 0.010, joy: 0.009, anger: 0.005, surprise: 0.005, sadness: 0.002, fear: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.013, disgust: 0.004, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.021, sadness: 0.005, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.735, joy: 0.253, surprise: 0.006, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.011, surprise: 0.003, disgust: 0.003, fear: 0.003, sadness: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, disgust: 0.004, anger: 0.002, fear: 0.002, sadness: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.013, disgust: 0.003, fear: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.009, disgust: 0.005, sadness: 0.004, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.802, others: 0.169, sadness: 0.018, surprise: 0.005, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.939, joy: 0.039, surprise: 0.009, sadness: 0.006, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.934, joy: 0.053, surprise: 0.005, sadness: 0.003, disgust: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.029, surprise: 0.003, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.948, joy: 0.038, surprise: 0.005, sadness: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.037, sadness: 0.008, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.033, sadness: 0.012, disgust: 0.004, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.925, joy: 0.060, sadness: 0.006, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.023, sadness: 0.004, fear: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.767, joy: 0.220, fear: 0.004, surprise: 0.003, sadness: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.010, disgust: 0.005, anger: 0.003, fear: 0.002, sadness: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.684, joy: 0.304, disgust: 0.003, surprise: 0.002, fear: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.980, joy: 0.008, disgust: 0.004, surprise: 0.003, fear: 0.002, anger: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.031, surprise: 0.004, sadness: 0.002, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, disgust: 0.004, fear: 0.003, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.540, others: 0.448, surprise: 0.004, fear: 0.003, anger: 0.002, sadness: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.949, others: 0.042, sadness: 0.002, surprise: 0.002, anger: 0.001, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.942, joy: 0.026, sadness: 0.021, disgust: 0.004, fear: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.020, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.952, joy: 0.028, sadness: 0.008, fear: 0.006, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.920, joy: 0.062, sadness: 0.008, surprise: 0.005, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.014, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.947, others: 0.045, surprise: 0.002, anger: 0.002, sadness: 0.002, fear: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.012, sadness: 0.008, fear: 0.005, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, disgust: 0.009, joy: 0.008, anger: 0.004, sadness: 0.003, fear: 0.003, surprise: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.710, joy: 0.216, others: 0.060, surprise: 0.005, anger: 0.003, disgust: 0.003, fear: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.031, sadness: 0.003, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.980, joy: 0.008, disgust: 0.005, surprise: 0.002, anger: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.022, sadness: 0.005, surprise: 0.004, disgust: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.919, joy: 0.065, sadness: 0.007, surprise: 0.005, disgust: 0.002, fear: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.925, sadness: 0.038, joy: 0.023, fear: 0.007, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.009, disgust: 0.009, sadness: 0.006, fear: 0.004, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.684, joy: 0.283, sadness: 0.022, fear: 0.004, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.946, others: 0.045, sadness: 0.003, surprise: 0.002, anger: 0.001, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.011, disgust: 0.004, surprise: 0.003, sadness: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.029, fear: 0.003, surprise: 0.003, sadness: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.937, disgust: 0.045, sadness: 0.005, joy: 0.005, fear: 0.004, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.715, joy: 0.272, sadness: 0.004, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.708, sadness: 0.239, joy: 0.023, fear: 0.016, disgust: 0.007, surprise: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.840, joy: 0.148, surprise: 0.005, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
